product_area,technical_module,capability,flow,sc,route_name,path,widget,file,router_group
Earn and Savings,earn,Staking / Earn,"Staking terms, risk and policy",SC-353,sc353StakingTerms,/earn/staking/terms,StakingTermsPage,flutter_app/lib/features/earn/presentation/pages/staking_terms_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking terms, risk and policy",SC-354,sc354StakingRiskDisclosure,/earn/staking/risk-disclosure,StakingRiskDisclosurePage,flutter_app/lib/features/earn/presentation/pages/staking_risk_disclosure_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking terms, risk and policy",SC-355,sc355StakingWithdrawalPolicy,/earn/staking/withdrawal-policy,StakingWithdrawalPolicyPage,flutter_app/lib/features/earn/presentation/pages/staking_withdrawal_policy_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking terms, risk and policy",SC-356,sc356StakingTaxGuide,/earn/staking/tax-guide,StakingTaxGuidePage,flutter_app/lib/features/earn/presentation/pages/staking_tax_guide_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking terms, risk and policy",SC-357,sc357StakingRiskAssessment,/earn/staking/risk-assessment,StakingRiskAssessmentPage,flutter_app/lib/features/earn/presentation/pages/staking_risk_assessment_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,Staking dashboard and history,SC-358,sc358StakingDashboard,/earn/dashboard,StakingDashboardPage,flutter_app/lib/features/earn/presentation/pages/staking_dashboard_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,Staking dashboard and history,SC-359,sc359StakingAnalytics,/earn/analytics,StakingAnalyticsPage,flutter_app/lib/features/earn/presentation/pages/staking_analytics_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,Staking dashboard and history,SC-360,sc360StakingHistory,/earn/history,StakingHistoryPage,flutter_app/lib/features/earn/presentation/pages/staking_history_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,Staking dashboard and history,SC-361,sc361StakingEarningsCalendar,/earn/calendar,StakingEarningsCalendarPage,flutter_app/lib/features/earn/presentation/pages/staking_earnings_calendar_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,Staking operations and products,SC-362,sc362StakingValidatorSelection,/earn/validator-selection,StakingValidatorSelectionPage,flutter_app/lib/features/earn/presentation/pages/staking_validator_selection_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,Staking operations and products,SC-363,sc363StakingAutoCompound,/earn/auto-compound,StakingAutoCompoundPage,flutter_app/lib/features/earn/presentation/pages/staking_auto_compound_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,Staking operations and products,SC-364,sc364StakingLiquidStaking,/earn/liquid-staking,StakingLiquidStakingPage,flutter_app/lib/features/earn/presentation/pages/staking_liquid_staking_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking compliance, custody and risk controls",SC-365,sc365StakingInsurance,/earn/insurance,StakingInsurancePage,flutter_app/lib/features/earn/presentation/pages/staking_insurance_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,Staking operations and products,SC-366,sc366StakingAdvancedOrders,/earn/advanced-orders,StakingAdvancedOrdersPage,flutter_app/lib/features/earn/presentation/pages/staking_advanced_orders_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,Staking operations and products,SC-367,sc367StakingMultiChain,/earn/multi-chain,StakingMultiChainPage,flutter_app/lib/features/earn/presentation/pages/staking_multi_chain_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,Staking operations and products,SC-368,sc368StakingInstitutional,/earn/institutional,StakingInstitutionalPage,flutter_app/lib/features/earn/presentation/pages/staking_institutional_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,Staking education and recommendations,SC-369,sc369StakingGuide,/earn/guide,StakingGuidePage,flutter_app/lib/features/earn/presentation/pages/staking_guide_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,Staking education and recommendations,SC-370,sc370StakingFAQ,/earn/faq,StakingFAQPage,flutter_app/lib/features/earn/presentation/pages/staking_faq_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,Staking education and recommendations,SC-371,sc371StakingNotifications,/earn/notifications,StakingNotificationsPage,flutter_app/lib/features/earn/presentation/pages/staking_notifications_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,Staking education and recommendations,SC-372,sc372StakingRecommendations,/earn/recommendations,StakingRecommendationsPage,flutter_app/lib/features/earn/presentation/pages/staking_recommendations_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking compliance, custody and risk controls",SC-373,sc373StakingRegulatoryFramework,/earn/regulatory-framework,StakingRegulatoryFrameworkPage,flutter_app/lib/features/earn/presentation/pages/staking_regulatory_framework_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking compliance, custody and risk controls",SC-374,sc374StakingAuditReports,/earn/audit-reports,StakingAuditReportsPage,flutter_app/lib/features/earn/presentation/pages/staking_audit_reports_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking compliance, custody and risk controls",SC-375,sc375StakingCustody,/earn/custody,StakingCustodyPage,flutter_app/lib/features/earn/presentation/pages/staking_custody_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking compliance, custody and risk controls",SC-376,sc376StakingSuitabilityAssessment,/earn/suitability-assessment,StakingSuitabilityAssessmentPage,flutter_app/lib/features/earn/presentation/pages/staking_suitability_assessment_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking compliance, custody and risk controls",SC-377,sc377StakingInsuranceFundTransparency,/earn/insurance-fund-transparency,StakingInsuranceFundTransparencyPage,flutter_app/lib/features/earn/presentation/pages/staking_insurance_fund_transparency_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking compliance, custody and risk controls",SC-378,sc378StakingTransactionReporting,/earn/transaction-reporting,StakingTransactionReportingPage,flutter_app/lib/features/earn/presentation/pages/staking_transaction_reporting_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking compliance, custody and risk controls",SC-379,sc379StakingApiDocumentation,/earn/api-documentation,StakingApiDocumentationPage,flutter_app/lib/features/earn/presentation/pages/staking_api_documentation_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking compliance, custody and risk controls",SC-380,sc380StakingProofOfReserves,/earn/proof-of-reserves,StakingProofOfReservesPage,flutter_app/lib/features/earn/presentation/pages/staking_proof_of_reserves_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking compliance, custody and risk controls",SC-381,sc381StakingRiskDashboard,/earn/risk-dashboard,StakingRiskDashboardPage,flutter_app/lib/features/earn/presentation/pages/staking_risk_dashboard_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking compliance, custody and risk controls",SC-382,sc382StakingSlashingHistory,/earn/slashing-history,StakingSlashingHistoryPage,flutter_app/lib/features/earn/presentation/pages/staking_slashing_history_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking compliance, custody and risk controls",SC-383,sc383StakingValidatorHealthMonitor,/earn/validator-health-monitor,StakingValidatorHealthMonitorPage,flutter_app/lib/features/earn/presentation/pages/staking_validator_health_monitor_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking compliance, custody and risk controls",SC-384,sc384StakingRiskScoreCalculator,/earn/risk-score-calculator,StakingRiskScoreCalculatorPage,flutter_app/lib/features/earn/presentation/pages/staking_risk_score_calculator_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking compliance, custody and risk controls",SC-385,sc385StakingEmergencyActions,/earn/emergency-actions,StakingEmergencyActionsPage,flutter_app/lib/features/earn/presentation/pages/staking_emergency_actions_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking compliance, custody and risk controls",SC-386,sc386StakingContingencyPlan,/earn/contingency-plan,StakingContingencyPlanPage,flutter_app/lib/features/earn/presentation/pages/staking_contingency_plan_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking community, governance and integrations",SC-387,sc387StakingSocialFeed,/earn/social-feed,StakingSocialFeedPage,flutter_app/lib/features/earn/presentation/pages/staking_social_feed_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking community, governance and integrations",SC-388,sc388StakingCommunityGovernance,/earn/community-governance,StakingCommunityGovernancePage,flutter_app/lib/features/earn/presentation/pages/staking_community_governance_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking community, governance and integrations",SC-389,sc389StakingProposals,/earn/proposals,StakingProposalsPage,flutter_app/lib/features/earn/presentation/pages/staking_proposals_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking community, governance and integrations",SC-390,sc390StakingVotingDetail,/earn/voting/:proposalId,StakingVotingPage,flutter_app/lib/features/earn/presentation/pages/staking_voting_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking community, governance and integrations",SC-391,sc391StakingVoting,/earn/voting,StakingVotingPage,flutter_app/lib/features/earn/presentation/pages/staking_voting_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking community, governance and integrations",SC-392,sc392StakingForum,/earn/forum,StakingForumPage,flutter_app/lib/features/earn/presentation/pages/staking_forum_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking community, governance and integrations",SC-393,sc393StakingWebhooks,/earn/webhooks,StakingWebhooksPage,flutter_app/lib/features/earn/presentation/pages/staking_webhooks_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking community, governance and integrations",SC-394,sc394StakingDataExport,/earn/data-export,StakingDataExportPage,flutter_app/lib/features/earn/presentation/pages/staking_data_export_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking community, governance and integrations",SC-395,sc395StakingThirdPartyIntegrations,/earn/third-party-integrations,StakingThirdPartyIntegrationsPage,flutter_app/lib/features/earn/presentation/pages/staking_third_party_integrations_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,"Staking community, governance and integrations",SC-396,sc396StakingDeveloperConsole,/earn/developer-console,StakingDeveloperConsolePage,flutter_app/lib/features/earn/presentation/pages/staking_developer_console_page.dart,earn_routes.dart
Identity and Access,onboarding,Identity and Onboarding,First-run onboarding,SC-397,sc397Onboarding,/onboarding,OnboardingFlow,flutter_app/lib/features/onboarding/presentation/pages/onboarding_flow.dart,auth_routes.dart
Developer and QA Tooling,dev,Developer and QA Tools,Development showcase,SC-398,sc398MissingScreensShowcase,/dev/showcase,MissingScreensShowcasePage,flutter_app/lib/features/dev/presentation/pages/missing_screens_showcase_page.dart,utility_routes.dart
Developer and QA Tooling,dev,Developer and QA Tools,Design system QA,SC-399,sc399DesignSystem,/dev/design-system,DesignSystemPage,flutter_app/lib/features/dev/presentation/pages/design_system_page.dart,utility_routes.dart
Investment Automation,dca,DCA / Auto-Invest,DCA overview and demo,SC-400,sc400DcaOverviewDemo,/dev/dca-overview,DCAOverviewDemo,flutter_app/lib/features/dca/presentation/pages/dca_overview_demo.dart,utility_routes.dart
Developer and QA Tooling,trade,Developer and QA Tools,Copy trading card demo,SC-401,sc401CopyTradingCardDemo,/demo/copy-card,CopyTradingCardDemo,flutter_app/lib/features/trade/presentation/pages/copy_trading_card_demo.dart,utility_routes.dart
P2P Trading,p2p,"P2P Trust, Security and Payment Methods",P2P KYC and verification,SC-402,sc402P2PKycVerify,/p2p/kyc/verify,P2PIdentityVerificationPage,flutter_app/lib/features/p2p/presentation/pages/p2p_identity_verification_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Trust, Security and Payment Methods",P2P KYC and verification,SC-403,sc403P2PKycFaceMatch,/p2p/kyc/face-match,P2PSelfieVerificationPage,flutter_app/lib/features/p2p/presentation/pages/p2p_selfie_verification_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Trust, Security and Payment Methods",P2P account security,SC-404,sc404P2PWhitelistMode,/p2p/security/whitelist,P2PWhitelistModePage,flutter_app/lib/features/p2p/presentation/pages/p2p_security_center_page.dart,p2p_routes.dart
Profile and Account,profile,Profile and Account Management,"Identity, security and devices",SC-405,sc405SettingsSecurityBiometric,/settings/security/biometric,SecurityPage,flutter_app/lib/features/profile/presentation/pages/security_page.dart,p2p_routes.dart
Profile and Account,profile,Profile and Account Management,"Identity, security and devices",SC-406,sc406SettingsSecurityChangePassword,/settings/security/change-password,SecurityPage,flutter_app/lib/features/profile/presentation/pages/security_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P compliance, limits and tax",SC-407,sc407P2PTaxReportDetail,/p2p/tax-report/detailed/:year,P2PTaxReportingPage,flutter_app/lib/features/p2p/presentation/pages/p2p_tax_reporting_page.dart,p2p_routes.dart
Investment Automation,dca,DCA / Auto-Invest,DCA rebalance lifecycle,SC-408,sc408DcaRebalanceEdit,/dca/rebalance/:configId/edit,DCARebalanceConfig,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page.dart,dca_routes.dart
Investment Automation,dca,DCA / Auto-Invest,DCA rebalance lifecycle,SC-409,sc409DcaRebalanceHistory,/dca/rebalance/:configId/history,DCARebalanceDashboard,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_dashboard_page.dart,dca_routes.dart
Enterprise Operations,admin,Admin and Analytics,Admin operations,SC-410,sc410AdminSettings,/admin/settings,AdminSettingsPage,flutter_app/lib/features/admin/presentation/pages/admin_settings_page.dart,admin_routes.dart
Copy Trading,trade,Copy Trading,Copy regulatory and product governance,SC-411,sc411ClientOptUpRequest,/trade/copy-trading/client-opt-up-request,ClientOptUpRequestPage,flutter_app/lib/features/trade/presentation/pages/client_categorization_page_part_01.dart,trade_routes.dart
Profile and Account,profile,Profile and Account Management,Profile module summaries,SC-413,sc413SettingsSecurity,/settings/security,SecurityPage,flutter_app/lib/features/profile/presentation/pages/security_page.dart,profile_routes.dart
Prediction Markets,predictions,Prediction Market Operations,Prediction tournaments,SC-414,sc414PredictionTournamentDetail,/markets/predictions/tournament/:tournamentId,PredictionTournamentDetailPage,flutter_app/lib/features/predictions/presentation/widgets/prediction_tournaments_detail.dart,predictions_routes.dart
Copy Trading,trade,Copy Trading,Copy regulatory and product governance,SC-415,sc415TargetMarketDefinitionDetail,/trade/copy-trading/target-market-definition/:productId,TargetMarketDefinitionPage,flutter_app/lib/features/trade/presentation/pages/target_market_definition_page.dart,trade_routes.dart
Copy Trading,trade,Copy Trading,"Copy complaints, audit and inspection readiness",SC-416,sc416ComplaintTrackingDetail,/trade/copy-trading/complaint-tracking/:complaintId,ComplaintTrackingPage,flutter_app/lib/features/trade/presentation/pages/complaint_tracking_page.dart,trade_routes.dart
